Volatility 3 Framework 2.8.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
1084	svchost.exe	0x821924b0	0xe7c	Event	0x1f0003	
1084	svchost.exe	0xe106af68	0xe80	Port	0x1f0001	
1084	svchost.exe	0xe22ee7d8	0xe84	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\BITS
1084	svchost.exe	0x821923e0	0xe88	Event	0x21f0003	
1084	svchost.exe	0x821923b0	0xe8c	Event	0x1f0003	
1084	svchost.exe	0x82156970	0xe90	Thread	0x1f03ff	Tid 1340 Pid 1084
1084	svchost.exe	0x82197348	0xe94	Event	0x1f0003	
1084	svchost.exe	0x82197318	0xe98	Event	0x1f0003	
1084	svchost.exe	0x821972e8	0xe9c	Event	0x1f0003	
1084	svchost.exe	0x821972b8	0xea0	Event	0x1f0003	
1084	svchost.exe	0x82197288	0xea4	Event	0x1f0003	
1084	svchost.exe	0x821dfe68	0xea8	Event	0x1f0003	
1084	svchost.exe	0x821dfe38	0xeac	Event	0x1f0003	
1084	svchost.exe	0x82107538	0xeb0	Mutant	0x1f0001	
1084	svchost.exe	0x820a8320	0xeb4	Timer	0x1f0003	
1084	svchost.exe	0x821dfe08	0xeb8	Event	0x1f0003	
1084	svchost.exe	0x8211ace0	0xebc	Mutant	0x1f0001	
1084	svchost.exe	0x821dfdd0	0xec0	Semaphore	0x1f0003	
1084	svchost.exe	0x82156970	0xec4	Thread	0x1f03ff	Tid 1340 Pid 1084
1084	svchost.exe	0x821dfda0	0xec8	Event	0x1f0003	
1084	svchost.exe	0x821d12e8	0xecc	File	0x1f01ff	\Device\Afd\Endpoint
1084	svchost.exe	0x821dfd70	0xed0	Event	0x1f0003	
1084	svchost.exe	0xe21e5e60	0xed8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x821d1618	0xedc	Event	0x1f0003	
1084	svchost.exe	0x820dbf50	0xee0	Event	0x1f0003	
1084	svchost.exe	0xe1070ae0	0xee4	Token	0xf01ff	
1084	svchost.exe	0xe1105aa8	0xee8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x81eea020	0xef0	Thread	0x1f03ff	Tid 3532 Pid 1084
1084	svchost.exe	0xe22c29a0	0xef4	Token	0xf01ff	
1084	svchost.exe	0x821988e8	0xef8	Event	0x100003	
1084	svchost.exe	0xe216ae38	0xf00	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\NETWORK\LOCATION AWARENESS
1084	svchost.exe	0x8226f8d0	0xf04	Event	0x1f0003	
1084	svchost.exe	0x8212e190	0xf08	Event	0x1f0003	
1084	svchost.exe	0x821ab6c8	0xf0c	Event	0x1f0003	
1084	svchost.exe	0x82146780	0xf10	Event	0x1f0003	
1084	svchost.exe	0x822888a0	0xf14	Event	0x1f0003	
1084	svchost.exe	0x820d2a98	0xf18	Event	0x100003	
1084	svchost.exe	0x82062448	0xf1c	Event	0x1f0003	
1084	svchost.exe	0xe22ee320	0xf20	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\MY
1084	svchost.exe	0x8206f130	0xf24	Event	0x1f0003	
1084	svchost.exe	0x8213b258	0xf28	Event	0x1f0003	
1084	svchost.exe	0x82168db0	0xf2c	Event	0x1f0003	
1084	svchost.exe	0x820cfdd8	0xf30	Event	0x1f0003	
1084	svchost.exe	0x82072510	0xf34	Event	0x1f0003	
1084	svchost.exe	0xe1db1940	0xf38	Token	0xf01ff	
1084	svchost.exe	0x8208a960	0xf3c	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\ReportingEvents.log
1084	svchost.exe	0x8214c130	0xf44	Event	0x1f0003	
1084	svchost.exe	0x82134358	0xf48	File	0x12019f	\Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Network\Downloader\qmgr0.dat
1084	svchost.exe	0x821342c0	0xf4c	File	0x12019f	\Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Network\Downloader\qmgr1.dat
1084	svchost.exe	0xe103d020	0xf50	Port	0x1f0001	
1084	svchost.exe	0xe18cbde0	0xf54	Token	0xf01ff	
1084	svchost.exe	0x820816f0	0xf58	Event	0x100003	
1084	svchost.exe	0x8206f100	0xf5c	Event	0x1f0003	
1084	svchost.exe	0xe1e1eb68	0xf60	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe1716368	0xf64	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x81e8bce8	0xf68	Event	0x1f0003	
1084	svchost.exe	0xe1e37888	0xf6c	Section	0xf0007	
1084	svchost.exe	0x821ab698	0xf70	Event	0x100003	
1084	svchost.exe	0x81ffb6d8	0xf74	Process	0x478	ImmunityDebugge Pid 3788
1084	svchost.exe	0x82083760	0xf78	Event	0x1f0003	
1084	svchost.exe	0xe205d280	0xf7c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe1f3a970	0xf80	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x82005df8	0xf84	Event	0x1f0003	
1084	svchost.exe	0x821d28e0	0xf88	Event	0x1f0003	
1084	svchost.exe	0xe22ae9e8	0xf8c	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA
1084	svchost.exe	0x820b15a0	0xf90	Event	0x21f0003	
1084	svchost.exe	0x8232d990	0xf9c	Event	0x21f0003	
1084	svchost.exe	0x8206af90	0xfa0	Event	0x1f0003	
1084	svchost.exe	0x82187578	0xfa4	Event	0x1f0003	
1084	svchost.exe	0x8233f110	0xfa8	Event	0x100003	
1084	svchost.exe	0x82083ff0	0xfac	Event	0x1f0003	
1084	svchost.exe	0x821268e0	0xfb0	Thread	0x1f03ff	Tid 1384 Pid 1084
1084	svchost.exe	0xe1d76fb8	0xfb4	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\TRUST
1084	svchost.exe	0xe1077460	0xfb8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe1060340	0xfbc	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x820049c8	0xfc0	Semaphore	0x1f0003	
1084	svchost.exe	0x8205e938	0xfc4	IoCompletion	0x1f0003	
1084	svchost.exe	0xe1047030	0xfc8	Token	0xc	
1084	svchost.exe	0x82126fc8	0xfcc	Event	0x21f0003	
1084	svchost.exe	0x821ac360	0xfd0	Event	0x1f0003	
1084	svchost.exe	0x8230f218	0xfd4	Event	0x1f0003	
1084	svchost.exe	0x81e87b00	0xfd8	Event	0x1f0003	
1084	svchost.exe	0x820b09e8	0xfdc	Event	0x1f0003	
1084	svchost.exe	0x821ac330	0xfe0	Event	0x1f0003	
1084	svchost.exe	0x8205cf50	0xfe4	Event	0x1f0003	
1084	svchost.exe	0x82106ff0	0xfe8	Event	0x1f0003	
1084	svchost.exe	0xe22e4980	0xfec	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x820b3ad8	0xff0	Event	0x1f0003	
1084	svchost.exe	0x8207d550	0xff4	Thread	0x1f03ff	Tid 2168 Pid 1084
1084	svchost.exe	0x82059da8	0xff8	Thread	0x1f03ff	Tid 2156 Pid 1084
1084	svchost.exe	0x8226f8a0	0xffc	Event	0x1f0003	
1084	svchost.exe	0x82083790	0x1004	Event	0x1f0003	
1084	svchost.exe	0x8218e3a8	0x1008	Timer	0x1f0003	
1084	svchost.exe	0x8211deb8	0x100c	Event	0x1f0003	
1084	svchost.exe	0x820c1eb0	0x1010	Event	0x1f0003	
1084	svchost.exe	0x820adc78	0x1014	Event	0x1f0003	
1084	svchost.exe	0xe1830430	0x1018	Key	0x10	MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\EPOCH
1084	svchost.exe	0x82059da8	0x101c	Thread	0x1f03ff	Tid 2156 Pid 1084
1084	svchost.exe	0x8206f9f8	0x1020	Event	0x1f0003	
1084	svchost.exe	0xe1d76ef0	0x1024	Key	0x20019	USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
1084	svchost.exe	0x822d6848	0x1028	Event	0x1f0003	
1084	svchost.exe	0x82113930	0x102c	Event	0x1f0003	
1084	svchost.exe	0x822d6818	0x1030	Event	0x1f0003	
1084	svchost.exe	0x821a1c90	0x1034	Event	0x1f0003	
1084	svchost.exe	0x822d67e8	0x1038	Event	0x1f0003	
1084	svchost.exe	0x821875d8	0x103c	Event	0x1f0003	
1084	svchost.exe	0x821a7468	0x1040	Event	0x1f0003	
1084	svchost.exe	0x82074100	0x1044	Event	0x1f0003	
1084	svchost.exe	0x820740d0	0x1048	Event	0x1f0003	
1084	svchost.exe	0x820740a0	0x104c	Event	0x1f0003	
1084	svchost.exe	0x820b3eb8	0x1050	Event	0x1f0003	
1084	svchost.exe	0x8206fe40	0x1054	Event	0x1f0003	
1084	svchost.exe	0xe1116a20	0x1058	Port	0x1f0001	
1084	svchost.exe	0x8206fe10	0x105c	Event	0x1f0003	
1084	svchost.exe	0x8206fde0	0x1060	Event	0x1f0003	
1084	svchost.exe	0x8206fdb0	0x1064	Event	0x1f0003	
1084	svchost.exe	0x8206fd80	0x1068	Event	0x1f0003	
1084	svchost.exe	0x8206fd50	0x106c	Event	0x1f0003	
1084	svchost.exe	0x8204e020	0x1070	Event	0x1f0003	
1084	svchost.exe	0x8204e138	0x1074	Event	0x1f0003	
1084	svchost.exe	0x8204e108	0x1078	Event	0x1f0003	
1084	svchost.exe	0x8204e0d8	0x107c	Event	0x1f0003	
1084	svchost.exe	0x8204e0a8	0x1080	Event	0x1f0003	
1084	svchost.exe	0x8204e078	0x1084	Event	0x1f0003	
1084	svchost.exe	0x822bb020	0x1088	Event	0x1f0003	
1084	svchost.exe	0x822bb138	0x108c	Event	0x1f0003	
1084	svchost.exe	0x822bb108	0x1090	Event	0x1f0003	
1084	svchost.exe	0x822bb0d8	0x1094	Event	0x1f0003	
1084	svchost.exe	0x822bb0a8	0x1098	Event	0x1f0003	
1084	svchost.exe	0x822bb078	0x109c	Event	0x1f0003	
1084	svchost.exe	0x820a8020	0x10a0	Event	0x1f0003	
1084	svchost.exe	0x820a8138	0x10a4	Event	0x1f0003	
1084	svchost.exe	0x820a8108	0x10a8	Event	0x1f0003	
1084	svchost.exe	0x820a80d8	0x10ac	Event	0x1f0003	
1084	svchost.exe	0x820a80a8	0x10b0	Event	0x1f0003	
1084	svchost.exe	0x820a8078	0x10b4	Event	0x1f0003	
1084	svchost.exe	0x822ba020	0x10b8	Event	0x1f0003	
1084	svchost.exe	0x822ba150	0x10bc	Event	0x1f0003	
1084	svchost.exe	0x822ba120	0x10c0	Event	0x1f0003	
1084	svchost.exe	0x822ba0f0	0x10c4	Event	0x1f0003	
1084	svchost.exe	0x822ba0c0	0x10c8	Event	0x1f0003	
1084	svchost.exe	0x822ba090	0x10cc	Event	0x1f0003	
1084	svchost.exe	0x822ba060	0x10d0	Event	0x1f0003	
1084	svchost.exe	0x820a7020	0x10d4	Event	0x1f0003	
1084	svchost.exe	0x820a7150	0x10d8	Event	0x1f0003	
1084	svchost.exe	0x820a7120	0x10dc	Event	0x1f0003	
1084	svchost.exe	0x820a70f0	0x10e0	Event	0x1f0003	
1084	svchost.exe	0x820a70c0	0x10e4	Event	0x1f0003	
1084	svchost.exe	0x820a7090	0x10e8	Event	0x1f0003	
1084	svchost.exe	0x820a7060	0x10ec	Event	0x1f0003	
1084	svchost.exe	0x820ad020	0x10f0	Event	0x1f0003	
1084	svchost.exe	0x820ad1a0	0x10f4	Event	0x1f0003	
1084	svchost.exe	0x820ad170	0x10f8	Event	0x1f0003	
1084	svchost.exe	0x820ad140	0x10fc	Event	0x1f0003	
1084	svchost.exe	0x820ad110	0x1100	Event	0x1f0003	
1084	svchost.exe	0x820ad0e0	0x1104	Event	0x1f0003	
1084	svchost.exe	0x820ad0b0	0x1108	Event	0x1f0003	
1084	svchost.exe	0x820ad080	0x110c	Event	0x1f0003	
1084	svchost.exe	0x82225608	0x1110	Event	0x1f0003	
1084	svchost.exe	0x822255d8	0x1114	Event	0x1f0003	
1084	svchost.exe	0x822255a8	0x1118	Event	0x1f0003	
1084	svchost.exe	0x82225578	0x111c	Event	0x1f0003	
1084	svchost.exe	0x82225548	0x1120	Event	0x1f0003	
1084	svchost.exe	0x82225518	0x1124	Event	0x1f0003	
1084	svchost.exe	0x822254e8	0x1128	Event	0x1f0003	
1084	svchost.exe	0xe22b7a10	0x112c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x82074070	0x1130	Event	0x1f0003	
1084	svchost.exe	0xe1fc3fb8	0x1134	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x822b54b8	0x1138	Event	0x1f0003	
1084	svchost.exe	0xe10780c0	0x113c	Key	0x10	MACHINE\SOFTWARE\MICROSOFT\SECURITY CENTER\MONITORING
1084	svchost.exe	0x82381738	0x1140	Event	0x1f0003	
1084	svchost.exe	0x8212e1c0	0x1144	Event	0x1f0003	
1084	svchost.exe	0x82062da8	0x1148	Thread	0x1f03ff	Tid 1604 Pid 1084
1084	svchost.exe	0x821d1b00	0x114c	Event	0x1f0003	
1084	svchost.exe	0x821d2da8	0x1150	Thread	0x1f03ff	Tid 2188 Pid 1084
1084	svchost.exe	0xe1071ee8	0x1154	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x82221298	0x1158	Event	0x1f0003	
1084	svchost.exe	0x822254b8	0x115c	Event	0x1f0003	
1084	svchost.exe	0xe2278e00	0x1160	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x82221268	0x1164	Event	0x1f0003	
1084	svchost.exe	0x82221238	0x1168	Event	0x1f0003	
1084	svchost.exe	0x820b1ff0	0x116c	Event	0x1f0003	
1084	svchost.exe	0x8208f020	0x1170	WmiGuid	0x4	
1084	svchost.exe	0x820b1f90	0x1174	Event	0x1f0003	
1084	svchost.exe	0x820b1f60	0x1178	Event	0x1f0003	
1084	svchost.exe	0x820b1f30	0x117c	Event	0x1f0003	
1084	svchost.exe	0x820b1f00	0x1180	Event	0x1f0003	
1084	svchost.exe	0x82084c88	0x1184	Event	0x1f0003	
1084	svchost.exe	0x82084c58	0x1188	Event	0x1f0003	
1084	svchost.exe	0x82084c28	0x118c	Event	0x1f0003	
1084	svchost.exe	0x82084bf8	0x1190	Event	0x1f0003	
1084	svchost.exe	0x82084bc8	0x1194	Event	0x1f0003	
1084	svchost.exe	0x82084b98	0x1198	Event	0x1f0003	
1084	svchost.exe	0x820b3ff0	0x119c	Event	0x1f0003	
1084	svchost.exe	0x820b3fc0	0x11a0	Event	0x1f0003	
1084	svchost.exe	0x820b3f90	0x11a4	Event	0x1f0003	
1084	svchost.exe	0x820b3f60	0x11a8	Event	0x1f0003	
1084	svchost.exe	0x820b3f30	0x11ac	Event	0x1f0003	
1084	svchost.exe	0x820b3f00	0x11b0	Event	0x1f0003	
1084	svchost.exe	0x8213a998	0x11b4	Event	0x1f0003	
1084	svchost.exe	0xe1063020	0x11b8	Port	0x1f0001	
1084	svchost.exe	0x820aef60	0x11bc	Event	0x1f0003	
1084	svchost.exe	0x821a6ee0	0x11c0	Mutant	0x1f0001	ZonesCacheCounterMutex
1084	svchost.exe	0x820aefc0	0x11c8	Event	0x1f0003	
1084	svchost.exe	0x821a54e8	0x11cc	Event	0x100003	
1084	svchost.exe	0x820aef30	0x11d0	Event	0x1f0003	
1084	svchost.exe	0x82363828	0x11d4	Event	0x1f0003	
1084	svchost.exe	0x823637f8	0x11d8	Event	0x1f0003	
1084	svchost.exe	0x823637c8	0x11dc	Event	0x1f0003	
1084	svchost.exe	0x820a6ff0	0x11e0	Event	0x1f0003	
1084	svchost.exe	0x820a6fc0	0x11e4	Event	0x1f0003	
1084	svchost.exe	0x820a6f90	0x11e8	Event	0x1f0003	
1084	svchost.exe	0x821af4d0	0x11ec	Event	0x1f0003	
1084	svchost.exe	0x82063e80	0x11f0	Event	0x1f0003	EVENT_READYROOT/CIMV2WMI SELF-INSTRUMENTATION EVENT PROVIDER
1084	svchost.exe	0x8215a4d8	0x11f4	Thread	0x1f03ff	Tid 2212 Pid 1084
1084	svchost.exe	0x8237d5b8	0x11f8	Semaphore	0x100003	
1084	svchost.exe	0x820b3b08	0x11fc	Event	0x1f0003	
1084	svchost.exe	0x82157a40	0x1200	Event	0x1f0003	
1084	svchost.exe	0x82202b00	0x1204	Event	0x1f0003	
1084	svchost.exe	0xe1100360	0x1208	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
1084	svchost.exe	0xe22b87f0	0x120c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x8205cd78	0x1210	Event	0x21f0003	
1084	svchost.exe	0x821ebd78	0x1214	Event	0x100000	userenv: User Group Policy has been applied
1084	svchost.exe	0x821499c8	0x1218	Event	0x100003	
1084	svchost.exe	0x820ad458	0x121c	Event	0x1f0003	
1084	svchost.exe	0x820adc48	0x1220	Event	0x1f0003	
1084	svchost.exe	0x8219f528	0x1224	File	0x13019f	\Device\HarddiskVolume1\System Volume Information\tracking.log
1084	svchost.exe	0x8215a4d8	0x1228	Thread	0x1f03ff	Tid 2212 Pid 1084
1084	svchost.exe	0xe22c3920	0x122c	Token	0xc	
1084	svchost.exe	0x81ed7fc0	0x1230	Event	0x1f0003	
1084	svchost.exe	0x82039cd0	0x1234	Thread	0x1f03ff	Tid 2220 Pid 1084
1084	svchost.exe	0x82185ab8	0x1238	Event	0x1f0003	
1084	svchost.exe	0xe1ac0d20	0x123c	Port	0x1f0001	
1084	svchost.exe	0x82108638	0x1240	Event	0x1f0003	EVENT_READYROOT/CIMV2SCM EVENT PROVIDER
1084	svchost.exe	0x820b0cd0	0x1244	Event	0x1f0003	
1084	svchost.exe	0x82074990	0x1248	File	0x1a019f	\Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
1084	svchost.exe	0x8213dda0	0x124c	Process	0x478	wscntfy.exe Pid 2180
1084	svchost.exe	0x820748b8	0x1250	Event	0x2	
1084	svchost.exe	0xe1106398	0x1254	Port	0x1f0001	
1084	svchost.exe	0x821e6100	0x1258	Event	0x21f0003	
1084	svchost.exe	0x821612f8	0x125c	Thread	0x4a	Tid 1104 Pid 1084
1084	svchost.exe	0x82169290	0x1260	Event	0x21f0003	
1084	svchost.exe	0xe120b218	0x1264	Port	0x1f0001	
1084	svchost.exe	0x821875a8	0x1268	Event	0x1f0003	
1084	svchost.exe	0x823649b8	0x1270	Event	0x1f0003	
1084	svchost.exe	0x81e8cb30	0x1274	Thread	0x1f03ff	Tid 2416 Pid 1084
1084	svchost.exe	0x822a2fb8	0x1278	Semaphore	0x100003	
1084	svchost.exe	0xe2278680	0x127c	Port	0x1f0001	
1084	svchost.exe	0x823807e8	0x1280	Event	0x1f0003	
1084	svchost.exe	0xe1bbc300	0x1288	Port	0x1f0001	
1084	svchost.exe	0xe204b4b0	0x1290	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe10737a8	0x1294	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x822d9b30	0x1298	Event	0x100003	
1084	svchost.exe	0x82083730	0x129c	Event	0x1f0003	
1084	svchost.exe	0xe106cab8	0x12a0	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORK\{4D36E972-E325-11CE-BFC1-08002BE10318}\{C120F914-B400-44EC-86CE-607F580738F5}\CONNECTION
1084	svchost.exe	0xe1070378	0x12a4	Port	0x1f0001	
1084	svchost.exe	0x82361358	0x12a8	Event	0x1f0003	EVENT_READYROOT/CIMV2PROVIDERSUBSYSTEM
1084	svchost.exe	0x821379f0	0x12ac	Semaphore	0x1f0003	
1084	svchost.exe	0x820d2ad0	0x12b0	Event	0x100003	
1084	svchost.exe	0xe22c1030	0x12b4	Token	0xc	
1084	svchost.exe	0xe111a9b8	0x12b8	Key	0x20019	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\NETWORK\LOCATION AWARENESS
1084	svchost.exe	0xe111a5e0	0x12bc	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x822b8f28	0x12c0	Event	0x1f0003	
1084	svchost.exe	0x8200cb30	0x12c4	Thread	0x4a	Tid 2376 Pid 1084
1084	svchost.exe	0xe22d9198	0x12c8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe104ec20	0x12cc	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x822ae530	0x12d0	Semaphore	0x100003	
1084	svchost.exe	0x82039ae0	0x12d4	Event	0x1f0003	
1084	svchost.exe	0x822af748	0x12d8	Semaphore	0x100003	
1084	svchost.exe	0xe22795b0	0x12e0	Port	0x1f0001	
1084	svchost.exe	0xe1e68428	0x12e4	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe219d780	0x12ec	Port	0x1f0001	
1084	svchost.exe	0x82311648	0x12f0	Process	0x478	rundll32.exe Pid 3768
1084	svchost.exe	0x820df758	0x12f4	Event	0x1f0003	
1084	svchost.exe	0xe111a9b8	0x12f8	Key	0x20019	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\NETWORK\LOCATION AWARENESS
1084	svchost.exe	0x82151da0	0x12fc	Process	0x68	svchost.exe Pid 1084
1084	svchost.exe	0xe1e37888	0x1300	Section	0x4	
1084	svchost.exe	0x8239d058	0x1304	Event	0x1f0003	
1084	svchost.exe	0x821a36a8	0x1308	Thread	0x1f03ff	Tid 1412 Pid 1084
1084	svchost.exe	0x821ac390	0x130c	Event	0x1f0003	
1084	svchost.exe	0xe113be90	0x1310	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe110fe98	0x1314	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x8211f4f8	0x1318	Event	0x1f0003	
1084	svchost.exe	0x8239d088	0x1320	Event	0x1f0003	
1084	svchost.exe	0xe1a8c130	0x1324	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x821bec10	0x132c	Event	0x1f0003	
1084	svchost.exe	0xe17f63a0	0x1330	Port	0x1f0001	
1084	svchost.exe	0x82130380	0x1334	Event	0x1f0003	
1084	svchost.exe	0xe120c768	0x1338	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0xe1ab3390	0x133c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x81ec5c90	0x1340	Event	0x1f0003	
1084	svchost.exe	0x820e5188	0x1344	File	0x100180	\Device\HarddiskVolume1
1084	svchost.exe	0x822ae8f0	0x1348	Semaphore	0x100003	
1084	svchost.exe	0x8211f588	0x134c	Event	0x1f0003	
1084	svchost.exe	0xe113bef8	0x1350	Port	0x1f0001	
1084	svchost.exe	0x822a72e8	0x1358	Semaphore	0x100003	
1084	svchost.exe	0x81e87a50	0x1360	Event	0x1f0003	
1084	svchost.exe	0x821bf4b8	0x1364	Event	0x1f0003	
1084	svchost.exe	0x82162e90	0x136c	File	0x12019f	\Device\NamedPipe\wkssvc
1084	svchost.exe	0x822026d0	0x1370	Mutant	0x1f0001	
1084	svchost.exe	0x8215e2c0	0x1374	Event	0x1f0003	IPNAT
1084	svchost.exe	0x822026a0	0x1378	Event	0x1f0003	
1084	svchost.exe	0xe1217450	0x137c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x8223a478	0x1380	File	0x100003	\Device\IPNAT
1084	svchost.exe	0x82039cd0	0x1384	Thread	0x1f03ff	Tid 2220 Pid 1084
1084	svchost.exe	0x822761e8	0x1388	Event	0x1f0003	
1084	svchost.exe	0x822d6d90	0x138c	Event	0x1f0003	
1084	svchost.exe	0x8237afc0	0x1390	Event	0x1f0003	
1084	svchost.exe	0x8239c650	0x1394	Event	0x1f0003	
1084	svchost.exe	0x8233cc18	0x1398	Event	0x1f0003	
1084	svchost.exe	0x821b2cf8	0x139c	Semaphore	0x100003	
1084	svchost.exe	0x8203a520	0x13a0	Mutant	0x100000	RasPbFile
1084	svchost.exe	0x821738f0	0x13a8	Event	0x1f0003	
1084	svchost.exe	0xe1217820	0x13ac	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\TRACING\RASDLG
1084	svchost.exe	0x8205fcd8	0x13b0	Semaphore	0x100003	
1084	svchost.exe	0x8205fd18	0x13b4	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
1084	svchost.exe	0x8239aa38	0x13b8	Mutant	0x1f0001	
1084	svchost.exe	0xe110d508	0x13bc	Port	0x1f0001	
1084	svchost.exe	0x82112020	0x13c4	WmiGuid	0x4	
1084	svchost.exe	0x81eb0dd0	0x13c8	File	0x100003	\Device\IPNAT
1084	svchost.exe	0x81e847c0	0x13cc	Thread	0x1f03ff	Tid 2648 Pid 1084
1084	svchost.exe	0x82156300	0x13d4	Event	0x1f0003	
1084	svchost.exe	0x820b5b28	0x13d8	Event	0x1f0003	
1084	svchost.exe	0xe22eb208	0x13dc	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\MUICACHE
1084	svchost.exe	0x82163960	0x13e4	WmiGuid	0x4	
1084	svchost.exe	0x821a72c0	0x13e8	Timer	0x1f0003	
1084	svchost.exe	0xe12163a0	0x13ec	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM
1084	svchost.exe	0x821a7230	0x13f0	File	0x160089	\Device\NamedPipe\Winsock2\CatalogChangeListener-43c-0
1084	svchost.exe	0x8208db68	0x13f4	Event	0x1f0003	
1084	svchost.exe	0x8207c7a8	0x13f8	Event	0x1f0003	
1084	svchost.exe	0xe1af5658	0x13fc	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1084	svchost.exe	0x8206ebe8	0x1400	Thread	0x1f03ff	Tid 1112 Pid 1084
1084	svchost.exe	0x82095080	0x1404	Event	0x100003	
1084	svchost.exe	0xe1216758	0x1408	Port	0x1f0001	
1084	svchost.exe	0x820ff0d8	0x1410	Event	0x1f0003	
1084	svchost.exe	0x8216f7a8	0x1414	Event	0x1f0003	
1084	svchost.exe	0x82242218	0x1418	Event	0x1f0003	
1084	svchost.exe	0x820827c8	0x141c	Thread	0x1f03ff	Tid 1408 Pid 1084
1084	svchost.exe	0x820b00b8	0x1420	Event	0x1f0003	
1084	svchost.exe	0x822c8798	0x1424	Process	0x100000	lsass.exe Pid 756
1084	svchost.exe	0x82160cc8	0x142c	File	0x12019f	\Device\NamedPipe\srvsvc
1084	svchost.exe	0x820adbe8	0x1430	Event	0x1f0003	
1084	svchost.exe	0x821268e0	0x1434	Thread	0x1f03ff	Tid 1384 Pid 1084
1084	svchost.exe	0xe20d6030	0x1438	Token	0xc	
1084	svchost.exe	0x820df728	0x143c	Event	0x1f0003	
1084	svchost.exe	0x82151da0	0x1440	Process	0x100000	svchost.exe Pid 1084
1084	svchost.exe	0x8214f488	0x1444	Process	0x100000	svchost.exe Pid 1192
1084	svchost.exe	0x823353f0	0x1448	Event	0x1f0003	
1084	svchost.exe	0x822256f8	0x144c	Event	0x1f0003	
1084	svchost.exe	0x820fe788	0x1450	Semaphore	0x100003	
